Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Rating
Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.16,0.16,0,0.04,0.37,8.3,12,E10+
Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,5.7,11,T
Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0,0.03,0.37,7.4,109,E10+
Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision,0.33,0,0,0.03,0.37,7.5,14,T
The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37,8,15,T
NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37,7.9,11,E
NBA Live 2003,XB,N/A,Sports,Electronic Arts,0.31,0.04,0,0.01,0.36,8.8,6,E
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,8.3,63,T
GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,0.36,6.7,14,T
Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.36,5.8,338,T
Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,7.9,37,T
Elite Beat Agents,DS,2006,Misc,Nintendo,0.3,0.03,0,0.03,0.36,8.6,105,E10+
ESPN X Games Skateboarding,PS2,2001,Sports,Konami Digital Entertainment,0.18,0.14,0,0.05,0.36,7.8,14,E
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.03,0.36,5.5,1027,E10+
NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.09,0,0.06,0.36,1.6,45,E10+
Castlevania: Order of Ecclesia,DS,2008,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,8.7,111,T
Left 4 Dead 2,PC,2009,Shooter,Valve Software,0,0.32,0,0.04,0.36,8.5,2530,M
Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.22,0.11,0,0.03,0.36,8.8,11,T
Star Fox: Zero,WiiU,2016,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,7.4,662,E10+
SAW,PS3,2009,Action,Konami Digital Entertainment,0.13,0.17,0,0.06,0.36,6.4,28,M
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,6.3,29,T
High Heat Major League Baseball 2004,PS2,2003,Sports,3DO,0.18,0.14,0,0.05,0.36,8.1,12,E
Robots,PS2,2005,Action,Vivendi Games,0.18,0.14,0,0.05,0.36,6,8,E
NARC,PS2,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36,7,21,M
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,7.9,24,E10+
Bionic Commando,PS3,2009,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,7.4,62,M
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,8.5,23,E
The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ,0.18,0.14,0,0.05,0.36,7.1,8,E10+
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,7.1,27,T
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,Nintendo,0.26,0.1,0,0.01,0.36,9.3,18,E
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,8.5,14,T
BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,8.5,70,T
NBA 2K6,XB,2005,Action,Take-Two Interactive,0.27,0.08,0,0.01,0.36,8.7,15,E
Marvel Super Hero Squad,Wii,2009,Fighting,THQ,0.3,0.03,0,0.03,0.36,6.2,14,E10+
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36,7.1,12,T
World's Scariest Police Chases,PS,2001,Racing,Activision,0.2,0.14,0,0.02,0.36,6.3,4,T
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36,7.5,23,T
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,8.4,57,T
Just Dance 2016,PS4,2015,Misc,Ubisoft,0.17,0.13,0,0.06,0.36,6.8,20,E10+
ESPN NFL Football,XB,2003,Sports,Sega,0.27,0.08,0,0.01,0.36,8.9,45,E
Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing,0.18,0.14,0,0.05,0.36,8.7,32,E
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.08,0,0.03,0.36,7.6,96,T
TMNT,Wii,2007,Action,Ubisoft,0.3,0.03,0,0.03,0.36,5.9,11,E10+
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,4.8,19,E10+
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,8.2,33,T
Watch Dogs 2,XOne,2016,Action,Ubisoft,0.17,0.16,0,0.03,0.36,7.7,131,M
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0.18,0,0.1,0.36,5.5,6,E
Harry Potter and the Chamber of Secrets,XB,2002,Action,Electronic Arts,0.27,0.08,0,0.01,0.36,7.2,12,E
Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36,5.3,10,T
NHL 2K10,PS2,2009,Sports,Take-Two Interactive,0.17,0.14,0,0.05,0.36,8.5,4,E10+
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.2,0.12,0,0.03,0.36,2.7,18,E
Shrek,XB,2001,Platform,TDK Mediactive,0.25,0.1,0,0.01,0.36,5.4,9,T
Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,8.4,198,T
Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment,0.13,0.17,0,0.05,0.35,8.2,191,E10+
Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35,8.9,17,T
Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,8.7,45,T
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,7.5,52,M
Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0,0.03,0.35,8,1671,M
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,7.6,109,T
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.12,0,0.03,0.35,6.2,26,E
LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,8.4,44,E
Football Manager Handheld 2010,PSP,2009,Sports,Sega,0,0.26,0,0.09,0.35,6.9,7,E
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35,8.3,14,T
Cabela's Dangerous Hunts,XB,2003,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01,0.35,9.1,22,T
AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.35,1.1,10,E
G-Force,PSP,2009,Action,Electronic Arts,0.24,0.06,0,0.05,0.35,8.8,4,E10+
Worms: Open Warfare 2,DS,2007,Strategy,THQ,0.07,0.24,0,0.04,0.35,9.1,22,E10+
Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0,0.05,0.35,6,36,T
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision,0.2,0.11,0,0.05,0.35,7.2,9,T
NHL 2K10,Wii,2009,Sports,Take-Two Interactive,0.32,0.01,0,0.03,0.35,6.8,16,E10+
Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,8.6,34,T
WWE Crush Hour,PS2,2003,Racing,THQ,0.17,0.13,0,0.04,0.35,5.3,8,T
Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,8.4,25,T
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,3.8,212,M
Assassin's Creed III,WiiU,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.35,7.1,216,M
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,7.8,49,T
Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,0.25,0.09,0,0.01,0.35,5.8,11,E
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,Ubisoft,0.33,0,0,0.03,0.35,8.2,21,E10+
Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,8,136,T
Football Manager 2016,PC,2015,Simulation,Sega,0,0.33,0,0.02,0.35,6.9,97,E
Resident Evil: Dead Aim,PS2,2003,Action,Capcom,0.17,0.13,0,0.04,0.35,6.6,48,M
Need for Speed Carbon,GC,2006,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35,7.8,14,E10+
FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.18,0.02,0.09,0.35,3.2,19,E
EA Sports MMA,X360,2010,Fighting,Electronic Arts,0.23,0.09,0,0.02,0.35,7,55,T
Defiance,PS3,2013,Shooter,Trion Worlds,0.19,0.1,0,0.06,0.35,6.9,145,M
Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0,0.04,0.35,5,53,T
Destiny: The Taken King,X360,2015,Shooter,Activision,0.24,0.08,0,0.03,0.35,4.4,59,T
Guitar Hero: Metallica,PS2,2009,Misc,Activision,0.17,0.13,0,0.04,0.35,7.6,9,T
Guilty Gear X2,PS2,2002,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,8.7,34,T
Chicken Shoot,Wii,2007,Action,Zoo Digital Publishing,0.32,0,0,0.02,0.35,4.8,26,E10+
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.17,0.13,0,0.04,0.35,6.9,9,M
MotoGP 08,X360,2008,Racing,Capcom,0.11,0.2,0,0.04,0.35,5.6,12,E
LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0,0.03,0.35,5.1,15,E10+
Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment,0.17,0.13,0,0.04,0.35,8.7,14,T
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,4.7,578,T
Sniper Elite 3,XOne,2014,Shooter,505 Games,0.2,0.11,0,0.03,0.35,6.6,68,M
NFL Street,GC,2004,Sports,Electronic Arts,0.27,0.07,0,0.01,0.35,8,4,E
Karaoke Revolution,PS2,2003,Misc,Konami Digital Entertainment,0.17,0.13,0,0.04,0.35,9.1,17,E
Metal Arms: Glitch in the System,PS2,2003,Shooter,Vivendi Games,0.17,0.13,0,0.04,0.35,8.9,17,T
Tropico 4,X360,N/A,Strategy,Kalypso Media,0.2,0.12,0,0.03,0.35,7.5,37,T
EverGrace,PS2,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,7.8,4,T
Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,0.23,0.07,0,0.04,0.35,6.4,14,T
Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35,8.9,37,T
MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment,0.32,0,0,0.03,0.35,8.5,32,E
Over the Hedge,GC,2006,Platform,Activision,0.27,0.07,0,0.01,0.35,9.3,6,E10+
Tomb Raider (2013),PC,N/A,Action,Square Enix,0.06,0.25,0,0.04,0.35,8.5,3552,M
Charlie and the Chocolate Factory,PS2,2005,Adventure,Global Star,0.17,0.13,0,0.04,0.35,4.1,28,E
TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.26,0,0.05,0.35,7.9,110,E
Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.2,0.11,0,0.03,0.34,6.7,7,E
Def Jam Icon,X360,2007,Action,Electronic Arts,0.3,0.01,0,0.03,0.34,6.3,108,M
Dynasty Warriors 5 Empires,PS2,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,9.1,24,T
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,3.4,256,M
Transformers: Dark of the Moon,PS3,2011,Action,Activision,0.11,0.18,0,0.06,0.34,5.6,27,T
SoulCalibur,DC,1999,Fighting,Namco Bandai Games,0,0,0.34,0,0.34,8.8,200,T
WipEout 3,PS,1999,Racing,Psygnosis,0.19,0.13,0,0.02,0.34,8.5,15,E
SpongeBob's Boating Bash,Wii,2010,Misc,THQ,0.24,0.07,0,0.03,0.34,7.6,5,E
WWE '12,Wii,2011,Fighting,THQ,0.23,0.08,0,0.03,0.34,5.2,9,T
WWE All Stars,X360,2011,Fighting,THQ,0.18,0.14,0,0.03,0.34,7.2,45,T
Mini Ninjas,PS3,2009,Action,Eidos Interactive,0.14,0.15,0,0.06,0.34,8.7,62,E10+
Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.19,0.11,0.01,0.03,0.34,7.5,90,T
Driver 2 Advance,GBA,2002,Action,Atari,0.25,0.09,0,0.01,0.34,6.6,14,T
Monster Rancher 4,PS2,2003,Simulation,Tecmo Koei,0.08,0.06,0.19,0.02,0.34,9.1,18,E
Mini Ninjas,DS,2009,Action,Eidos Interactive,0.16,0.15,0,0.04,0.34,5.8,4,E10+
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios,0.17,0.13,0,0.04,0.34,8.6,20,E10+
Battalion Wars 2,Wii,2007,Strategy,Nintendo,0.22,0.02,0.08,0.02,0.34,7.6,45,T
MotorStorm: Arctic Edge,PS2,2009,Racing,Sony Computer Entertainment,0.07,0.03,0,0.25,0.34,8.3,6,T
Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,0.26,0.07,0,0.01,0.34,8.8,15,M
Supreme Commander 2,X360,2010,Strategy,Square Enix,0.23,0.09,0,0.03,0.34,7.1,23,E10+
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34,8.1,7,T
Racquet Sports,PS3,2010,Sports,Ubisoft,0.11,0.17,0,0.06,0.34,4.3,8,E
Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0,0.04,0.34,2.1,6157,M
Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,8,47,T
WWE Day of Reckoning 2,GC,2005,Fighting,THQ,0.26,0.07,0,0.01,0.34,6,263,T
NBA 2K12,Wii,2011,Sports,Take-Two Interactive,0.29,0.03,0,0.02,0.34,6.8,6,E
The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.22,0.11,0,0.01,0.34,6.5,10,T
Rayman Legends,XOne,2014,Platform,Ubisoft,0.13,0.18,0,0.03,0.34,7.9,218,E10+
SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ,0.31,0,0,0.02,0.34,7.6,10,E
Monopoly,PS3,2008,Misc,Electronic Arts,0.25,0.05,0,0.04,0.34,6.7,13,E
SimCity Creator,DS,2008,Simulation,Electronic Arts,0.29,0.02,0,0.03,0.34,7.3,8,E
Tenchu Z,X360,2006,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,7.3,58,M
Conan,PS3,2007,Action,THQ,0.13,0.15,0,0.05,0.34,7.2,40,M
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games,0.17,0.13,0,0.04,0.34,6.3,18,M
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts,0.25,0.07,0,0.01,0.34,8.6,17,E
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,7.2,26,T
F.E.A.R.,X360,2006,Shooter,Vivendi Games,0.28,0.03,0,0.03,0.34,7.3,131,M
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34,7.9,78,T
The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.11,0.17,0,0.05,0.34,6.3,14,T
Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios,0.24,0.09,0,0.01,0.34,6.8,4,E
Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment,0.26,0.07,0,0.01,0.34,8,8,E
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,0.28,0.03,0,0.03,0.34,8.1,107,T
Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,7,26,T
The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,6.2,11,T
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher,0.28,0,0.03,0.02,0.34,8.7,32,E10+
Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,6.5,8,T
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,7.1,26,T
MXRider,PS2,2001,Racing,Atari,0.16,0.13,0,0.04,0.34,6.8,6,E
Delta Force: Black Hawk Down,XB,2005,Shooter,NovaLogic,0.25,0.07,0,0.01,0.34,6.6,19,T
Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios,0.29,0.02,0,0.03,0.34,5.3,21,T
Angry Birds Star Wars,3DS,2013,Strategy,Activision,0.15,0.15,0,0.03,0.34,3,8,E
The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.33,8.2,51,T
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft,0.21,0.11,0,0.01,0.33,6,27,T
NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0,0.03,0.33,7.7,41,E10+
World of Final Fantasy,PS4,2016,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,8.3,222,E10+
Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ,0.24,0.09,0,0.01,0.33,8.1,18,E
NHL 17,PS4,2016,Sports,Electronic Arts,0.19,0.08,0,0.06,0.33,5.8,67,E10+
Mega Man ZX Advent,DS,2007,Platform,Capcom,0.22,0,0.09,0.02,0.33,8.6,32,E10+
NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.31,0,0,0.03,0.33,7.8,6,E
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0,0.1,0.02,0.33,8.2,74,T
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.19,0.11,0,0.03,0.33,5.4,24,T
Avatar: The Last Airbender,DS,2006,Adventure,THQ,0.3,0.01,0,0.03,0.33,6.4,7,E
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment,0.13,0.15,0,0.05,0.33,5.8,4,E10+
WWE Wrestlemania XIX,GC,2003,Fighting,THQ,0.26,0.07,0,0.01,0.33,8.7,47,T
The Sims 2,GC,2005,Simulation,Electronic Arts,0.26,0.07,0,0.01,0.33,8.3,8,T
Hulk,XB,2003,Action,Universal Interactive,0.25,0.07,0,0.01,0.33,7.7,9,T
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,0.14,0.12,0,0.08,0.33,8.3,28,T
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,9.1,72,E
Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive,0.25,0.07,0,0.01,0.33,7.6,37,M
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,8.2,51,T
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,0.26,0.07,0,0.01,0.33,8.6,8,E
Fracture,X360,2008,Shooter,LucasArts,0.15,0.14,0,0.04,0.33,6.2,45,T
Ninja Blade,X360,2009,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,6.8,55,M
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0,0.06,0.33,6.7,46,E10+
Bee Movie Game,Wii,2007,Action,Activision,0.3,0.01,0,0.03,0.33,7.6,7,E
Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision,0.16,0.13,0,0.04,0.33,8.4,15,E
Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,6,82,M
Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,0.16,0.13,0,0.04,0.33,6.7,6,T
Virtua Tennis 2009,X360,2009,Sports,Sega,0.12,0.18,0,0.03,0.33,6.2,15,E
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,8,27,T
MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,0.16,0.13,0,0.04,0.33,7.5,12,E
Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33,8.6,12,E
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,0.26,0.06,0,0.01,0.33,9,21,T
Way of the Samurai 2,PS2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33,9,24,M
Planet Puzzle League,DS,2007,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,8.2,15,E
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.01,0,0.03,0.33,8.6,84,T
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,0.26,0.04,0,0.03,0.33,5.4,9,T
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33,6.4,42,T
Clock Tower 3,PS2,2002,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33,7.6,38,M
Etrian Odyssey,DS,2007,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,8.5,37,T
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,0.25,0.07,0,0.01,0.33,7.9,14,T
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,6.6,32,T
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,0.16,0.13,0,0.04,0.33,8.9,74,T
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0,0.04,0.33,8.8,6,T
Resonance of Fate,X360,2010,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,7.7,96,T
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,0.17,0.13,0,0.03,0.33,6.6,5,T
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,0.25,0.07,0,0.01,0.33,7.7,12,E
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.3,0,0,0.02,0.33,8.4,12,E
Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,0.24,0.09,0,0.01,0.33,7.7,6,E
Power Rangers: Ninja Storm,GBA,2003,Misc,THQ,0.24,0.09,0,0.01,0.33,7.8,6,E
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,0.14,0.15,0,0.04,0.33,5.4,599,M
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,0.25,0.07,0,0.01,0.33,8.7,16,E
SSX Blur,Wii,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33,8.1,60,E
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,8.1,235,M
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.15,0.12,0,0.05,0.33,7.1,17,E10+
Alien: Isolation,PS3,2014,Shooter,Sega,0.12,0.16,0,0.05,0.33,8.3,111,M
Teen Titans,GC,2006,Action,THQ,0.25,0.07,0,0.01,0.33,6.9,11,E10+
MX vs. ATV Untamed,Wii,2008,Racing,THQ,0.28,0.02,0,0.02,0.33,8.3,9,E
Binary Domain,PS3,2012,Action,Sega,0.09,0.07,0.14,0.03,0.33,8.2,179,M
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.27,0.04,0,0.02,0.33,3.7,9,E10+
NBA 2K10,PSP,2009,Sports,Take-Two Interactive,0.3,0,0,0.03,0.33,8.1,13,E
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,0.24,0.07,0,0.01,0.33,5.7,12,E
Golden Axe: Beast Rider,X360,2008,Action,Sega,0.19,0.11,0,0.03,0.33,5.8,33,M
EA Playground,DS,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33,7.6,13,E
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0,0.32,8.5,1660,M
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,0.17,0.13,0,0.03,0.32,8.2,5,E
Iron Man 2,Wii,2010,Action,Sega,0.15,0.15,0,0.03,0.32,4.6,12,T
SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,0.16,0.12,0,0.04,0.32,7.8,16,M
The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft,0.12,0.16,0,0.04,0.32,5.7,6,E10+
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,7.4,41,T
Elebits,Wii,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,7.4,33,E
Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,0.25,0.04,0,0.03,0.32,6.3,4,T
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.16,0.04,0.1,0.02,0.32,8.5,71,E10+
Just Dance 2016,XOne,2015,Misc,Ubisoft,0.25,0.04,0,0.03,0.32,6.1,18,E10+
Golden Axe: Beast Rider,PS3,2008,Action,Sega,0.13,0.14,0,0.06,0.32,5.6,23,M
Dead Space 2,PC,2011,Shooter,Electronic Arts,0.13,0.15,0,0.04,0.32,8.3,974,M
Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32,8.3,21,T
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,0.2,0.1,0,0.03,0.32,5.8,8,T
NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0,0.01,0.32,8.9,10,E
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,0.25,0.05,0,0.03,0.32,5.2,16,T
Remember Me,PS3,2013,Action,Capcom,0.1,0.17,0,0.06,0.32,7.4,424,M
Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,0.22,0.08,0,0.02,0.32,7.3,269,M
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,0.11,0.08,0.1,0.03,0.32,7.1,35,M
